file_name,temperature,species,rep,cell_density,start_time,cell_volume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
nov14/05TT4_copy/summary_export,5,TT,4,6965,2016-11-14  15:59:04,1259.05,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 15:59:04 UTC,17.425925925925927,418.22222222222223,8769283.25
nov14/05TT5_copy/summary_export,5,TT,5,6877,2016-11-14  16:01:37,1265.28,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 16:01:37 UTC,17.42769675925926,418.26472222222225,8701330.56
nov14/08TT1_copy/summary_export,8,TT,1,12674,2016-11-14  17:38:32,940.76,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:38:32 UTC,17.495,419.88,11923192.24
nov14/08TT2_copy/summary_export,8,TT,2,15474,2016-11-14  17:41:06,883.41,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:41:06 UTC,17.49678240740741,419.92277777777775,13669886.34
nov14/08TT3_copy/summary_export,8,TT,3,11535,2016-11-14  17:43:32,925.64,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:43:32 UTC,17.498472222222222,419.9633333333333,10677257.4
nov14/08TT4_copy/summary_export,8,TT,4,11576,2016-11-14  17:45:55,954.48,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:45:55 UTC,17.500127314814815,420.00305555555553,11049060.48
nov14/08TT5_copy/summary_export,8,TT,5,13349,2016-11-14  17:48:47,894.01,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:48:47 UTC,17.502118055555556,420.05083333333334,11934139.49
nov14/16TT1_copy/summary_export,16,TT,1,14155,2016-11-14  18:01:07,834.51,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 18:01:07 UTC,17.51068287037037,420.25638888888886,11812489.05
nov14/16TT2_copy/summary_export,16,TT,2,12403,2016-11-14  17:58:40,770.47,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:58:40 UTC,17.50898148148148,420.21555555555557,9556139.41
nov14/16TT3_copy/summary_export,16,TT,3,16703,2016-11-14  17:56:11,789.7,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:56:11 UTC,17.507256944444446,420.1741666666667,13190359.100000001
nov14/16TT4_copy/summary_export,16,TT,4,17142,2016-11-14  17:53:46,802.91,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:53:46 UTC,17.505578703703705,420.13388888888886,13763483.219999999
nov14/16TT5_copy/summary_export,16,TT,5,19439,2016-11-14  17:51:16,783.5,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 17:51:16 UTC,17.503842592592594,420.09222222222223,15230456.5
nov14/25TT1_copy/summary_export,25,TT,1,10523,2016-11-14  18:38:50,668.86,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 18:38:50 UTC,17.536875,420.885,7038413.78
nov14/25TT2_copy/summary_export,25,TT,2,5669,2016-11-14  18:41:36,545.56,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 18:41:36 UTC,17.538796296296297,420.93111111111114,3092779.6399999997
nov14/25TT3_copy/summary_export,25,TT,3,8804,2016-11-14  18:44:05,631.01,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 18:44:05 UTC,17.540520833333332,420.9725,5555412.04
